seat_id,event_id,section,row,seat_number,price
909,6,C,14,17,1951.75
910,6,VIP,17,13,2001.75
911,6,A,12,34,1901.75
912,6,C,11,1,2101.75
913,6,C,1,39,2001.75
914,6,D,14,34,2101.75
915,6,B,14,38,2001.75
916,6,D,10,6,2001.75
917,6,C,1,34,1901.75
918,6,C,10,10,1951.75
919,6,A,6,24,1951.75
920,6,D,27,36,2101.75
921,6,VIP,9,50,1901.75
922,6,D,15,44,2101.75
923,6,VIP,10,17,1901.75
924,6,D,20,30,1951.75
925,6,VIP,16,42,2101.75
926,6,A,28,19,2001.75
927,6,C,9,40,2101.75
928,6,C,27,36,1951.75
929,6,A,20,41,2001.75
930,6,A,16,39,2001.75
931,6,C,27,11,2101.75
932,6,B,11,44,1901.75
933,6,C,6,16,1901.75
934,6,VIP,7,1,2001.75
935,6,D,28,49,1901.75
936,6,D,1,12,1901.75
937,6,C,24,16,2101.75
938,6,A,18,18,1951.75
939,6,B,4,20,1901.75
940,6,A,22,47,1951.75
941,6,C,17,37,2101.75
942,6,B,27,35,1951.75
943,6,A,14,19,1951.75
944,6,VIP,21,33,1951.75
945,6,C,9,17,1901.75
946,6,B,24,27,1901.75
947,6,D,10,28,2001.75
948,6,B,15,24,1951.75
949,6,B,19,30,1951.75
950,6,A,22,38,1951.75
951,6,D,15,16,2101.75
952,6,C,28,49,2101.75
953,6,C,1,26,2001.75
954,6,C,11,39,1951.75
955,6,C,25,10,1951.75
956,6,VIP,8,40,2101.75
957,6,B,20,26,2101.75
958,6,A,22,4,1951.75
959,6,D,17,1,2001.75
960,6,D,27,43,1901.75
961,7,C,8,42,2265.99
962,7,VIP,28,50,2265.99
963,7,D,21,37,2315.99
964,7,C,4,48,2265.99
965,7,C,29,6,2465.99
966,7,VIP,7,14,2365.99
967,7,A,30,17,2265.99
968,7,C,21,1,2465.99
969,7,A,25,1,2465.99
970,7,C,28,44,2265.99
971,7,C,8,36,2365.99
972,7,B,11,21,2465.99
973,7,D,11,33,2315.99
974,7,VIP,23,19,2365.99
975,7,VIP,13,6,2265.99
976,7,VIP,21,18,2315.99
977,7,VIP,30,49,2365.99
978,7,A,13,27,2265.99
979,7,B,17,49,2465.99
980,7,VIP,26,23,2265.99
981,7,C,19,3,2465.99
982,7,VIP,23,23,2315.99
983,7,A,13,42,2465.99
984,7,VIP,5,28,2465.99
985,7,B,21,50,2465.99
986,7,A,16,12,2265.99
987,7,VIP,19,21,2315.99
988,7,VIP,7,32,2315.99
989,7,VIP,3,11,2315.99
990,7,C,16,26,2465.99
991,7,A,15,8,2365.99
992,7,B,9,36,2265.99
993,7,C,29,13,2465.99
994,7,D,13,26,2265.99
995,7,C,21,48,2365.99
996,7,C,7,9,2465.99
997,7,VIP,14,9,2265.99
998,7,A,3,43,2315.99
999,7,VIP,15,14,2265.99
1000,7,B,22,9,2365.99
1001,7,A,11,7,2365.99
1002,7,D,24,1,2315.99
1003,7,A,12,33,2365.99
1004,7,D,16,21,2465.99
1005,7,D,18,43,2465.99
1006,7,B,23,25,2365.99
1007,7,C,7,2,2465.99
1008,7,C,5,36,2465.99
1009,7,B,9,13,2315.99
1010,7,D,20,1,2315.99
1011,7,C,29,5,2365.99
1012,7,D,5,20,2465.99
1013,7,B,1,14,2265.99
1014,7,B,19,25,2465.99
1015,7,VIP,18,26,2315.99
1016,7,A,17,23,2365.99
1017,7,D,28,32,2265.99
1018,7,A,1,8,2465.99
1019,7,VIP,14,36,2465.99
1020,7,B,27,48,2365.99
1021,7,D,23,35,2365.99
1022,7,B,29,10,2365.99
1023,7,B,18,4,2465.99
1024,7,D,6,9,2265.99
1025,7,C,13,5,2365.99
1026,7,C,9,23,2315.99
1027,7,VIP,19,35,2365.99
1028,7,B,13,28,2465.99
1029,7,B,1,5,2265.99
1030,7,VIP,29,42,2365.99
1031,7,D,22,46,2265.99
1032,7,VIP,12,32,2265.99
1033,7,VIP,22,29,2315.99
1034,7,A,20,29,2365.99
1035,7,B,28,10,2365.99
1036,7,D,28,25,2315.99
1037,7,C,29,11,2365.99
1038,7,B,17,45,2365.99
1039,7,C,28,22,2315.99
1040,7,D,25,36,2365.99
1041,7,C,3,37,2315.99
1042,7,B,22,35,2265.99
1043,7,B,19,49,2265.99
1044,7,B,5,40,2365.99
1045,7,VIP,26,37,2265.99
1046,7,D,5,48,2465.99
1047,7,VIP,29,36,2465.99
1048,7,A,29,50,2265.99
1049,7,C,14,34,2315.99
1050,7,VIP,15,48,2265.99
1051,7,A,6,9,2265.99
1052,7,D,2,37,2365.99
1053,7,C,16,32,2265.99
1054,7,D,23,6,2315.99
1055,7,C,3,39,2365.99
1056,7,D,27,1,2265.99
1057,7,A,5,36,2315.99
1058,7,B,28,42,2315.99
1059,7,VIP,2,1,2265.99
1060,7,D,8,23,2265.99
1061,7,C,15,50,2365.99
1062,7,B,4,24,2465.99
1063,7,A,13,24,2265.99
1064,7,A,3,40,2365.99
1065,7,B,24,6,2265.99
1066,7,B,24,42,2265.99
1067,7,C,28,32,2365.99
1068,7,A,21,29,2315.99
1069,7,D,8,44,2465.99
1070,7,C,16,26,2465.99
1071,7,A,25,32,2315.99
1072,7,A,28,3,2265.99
1073,7,A,17,30,2365.99
1074,7,VIP,10,14,2365.99
1075,7,C,29,36,2265.99
1076,7,C,30,10,2315.99
1077,7,VIP,1,41,2315.99
1078,7,VIP,10,49,2315.99
1079,7,A,23,42,2315.99
1080,7,VIP,30,9,2315.99
1081,7,A,9,27,2465.99
1082,7,B,27,7,2465.99
1083,7,A,15,3,2315.99
1084,7,VIP,12,28,2365.99
1085,7,D,17,39,2265.99
1086,7,B,8,49,2265.99
1087,7,D,22,42,2465.99
1088,7,A,3,9,2365.99
1089,7,C,10,23,2365.99
1090,7,D,8,41,2365.99
1091,7,C,10,50,2365.99
1092,7,VIP,1,45,2465.99
1093,7,B,6,31,2465.99
1094,7,D,27,34,2465.99
1095,7,C,22,1,2315.99
1096,7,D,14,13,2265.99
1097,7,VIP,28,33,2315.99
1098,7,A,28,17,2315.99
1099,7,D,19,37,2465.99
1100,7,A,20,48,2265.99
1101,7,B,29,10,2465.99
1102,7,A,9,32,2315.99
1103,8,VIP,9,36,2168.18
1104,8,A,20,37,2368.18
1105,8,C,10,37,2168.18
1106,8,A,12,16,2268.18
1107,8,B,4,16,2218.18
1108,8,D,25,20,2168.18
1109,8,C,23,30,2218.18
1110,8,B,7,46,2168.18
1111,8,A,23,47,2168.18
1112,8,B,21,9,2268.18
1113,8,C,2,23,2268.18
1114,8,C,8,35,2368.18
1115,8,D,13,22,2168.18
1116,8,B,3,20,2218.18
1117,8,D,11,2,2218.18
1118,8,C,8,11,2168.18
1119,8,A,3,23,2168.18
1120,8,VIP,22,14,2268.18
1121,8,A,13,2,2268.18
1122,8,C,5,9,2268.18
1123,8,A,27,1,2218.18
1124,8,D,23,37,2368.18
1125,8,VIP,29,27,2268.18
1126,8,A,28,21,2218.18
1127,8,A,7,6,2168.18
1128,8,B,21,23,2218.18
1129,8,VIP,7,36,2368.18
1130,8,C,16,9,2368.18
1131,8,VIP,1,13,2218.18
1132,8,A,30,28,2268.18
1133,8,B,24,35,2368.18
1134,8,A,22,22,2218.18
1135,8,A,23,45,2368.18
1136,8,A,28,47,2268.18
1137,8,VIP,2,12,2268.18
1138,8,C,17,33,2368.18
1139,8,B,11,48,2268.18
1140,8,B,24,8,2168.18
1141,8,B,23,35,2218.18
1142,8,VIP,27,22,2368.18
1143,8,D,11,45,2168.18
1144,8,B,22,33,2268.18
1145,8,C,19,2,2218.18
1146,8,VIP,3,25,2168.18
1147,8,VIP,22,19,2218.18
1148,8,VIP,2,12,2368.18
1149,8,VIP,19,35,2268.18
1150,8,C,24,18,2168.18
1151,8,VIP,16,31,2218.18
1152,8,C,8,2,2268.18
1153,8,C,7,9,2218.18
1154,8,C,29,38,2268.18
1155,8,C,10,41,2218.18
1156,8,A,19,23,2218.18
1157,8,C,7,48,2268.18
1158,8,A,21,49,2368.18
1159,8,VIP,27,45,2268.18
1160,8,B,21,45,2268.18
1161,8,VIP,15,32,2218.18
1162,8,B,7,49,2268.18
1163,8,C,24,21,2218.18
1164,8,VIP,8,24,2218.18
1165,8,D,2,17,2268.18
1166,8,A,13,13,2368.18
1167,8,VIP,17,40,2168.18
1168,8,A,13,26,2268.18
1169,8,D,28,6,2268.18
1170,8,A,26,32,2218.18
1171,8,B,19,13,2268.18
1172,8,D,22,13,2268.18
1173,8,B,20,38,2218.18
1174,8,D,13,22,2168.18
1175,8,A,19,48,2218.18
1176,8,C,29,15,2168.18
1177,8,B,10,11,2368.18
1178,8,D,18,41,2268.18
1179,8,VIP,29,42,2368.18
1180,8,C,12,15,2268.18
1181,8,C,28,9,2268.18
1182,8,VIP,16,1,2368.18
1183,8,C,10,37,2168.18
1184,8,C,3,42,2268.18
1185,8,D,1,17,2268.18
1186,8,B,21,4,2368.18
1187,8,A,7,6,2368.18
1188,8,C,8,32,2218.18
1189,8,A,29,7,2368.18
1190,8,D,7,36,2268.18
1191,8,VIP,10,38,2218.18
1192,8,D,23,13,2268.18
1193,8,A,14,24,2168.18
1194,8,D,8,3,2168.18
1195,8,B,19,25,2218.18
1196,8,D,10,49,2168.18
1197,8,VIP,1,41,2218.18
1198,8,D,23,35,2368.18
1199,8,C,1,33,2168.18
1200,8,C,5,44,2218.18
1201,8,D,1,5,2168.18
1202,8,VIP,21,42,2168.18
1203,8,VIP,26,22,2268.18
1204,8,C,21,16,2268.18
1205,8,VIP,8,5,2168.18
1206,8,C,20,12,2168.18
1207,8,D,5,23,2168.18
1208,8,A,18,18,2218.18
1209,8,C,10,3,2168.18
1210,8,VIP,6,6,2168.18
1211,8,B,10,19,2368.18
1212,8,D,7,22,2368.18
1213,8,A,12,12,2368.18
1214,8,B,30,14,2268.18
1215,8,B,3,40,2368.18
1216,8,VIP,10,14,2168.18
1217,8,B,3,39,2368.18
1218,8,C,20,16,2168.18
1219,8,C,23,21,2368.18
1220,8,B,27,6,2218.18
1221,8,VIP,29,37,2168.18
1222,8,A,25,23,2268.18
1223,8,VIP,10,3,2268.18
1224,8,D,10,3,2168.18
1225,8,VIP,10,44,2268.18
1226,8,A,7,17,2168.18
1227,8,VIP,15,4,2218.18
1228,8,VIP,30,49,2168.18
1229,8,B,16,32,2218.18
1230,8,A,12,47,2218.18
1231,8,VIP,26,45,2268.18
1232,8,D,19,31,2268.18
1233,8,VIP,20,35,2268.18
1234,8,B,12,9,2268.18
1235,8,C,22,19,2168.18
1236,8,A,22,32,2268.18
1237,8,B,22,16,2368.18
1238,8,C,29,43,2218.18
1239,8,D,20,2,2368.18
1240,8,VIP,25,30,2218.18
1241,8,VIP,21,1,2368.18
1242,8,A,18,45,2168.18
1243,8,VIP,25,15,2168.18
1244,8,A,16,7,2168.18
1245,8,B,9,45,2368.18
1246,8,VIP,8,41,2368.18
1247,8,A,23,48,2168.18
1248,8,VIP,23,48,2368.18
1249,8,C,26,30,2268.18
1250,8,VIP,3,13,2268.18
1251,8,VIP,6,37,2268.18
1252,8,D,19,25,2218.18
1253,8,D,3,35,2218.18
1254,8,A,28,26,2268.18
1255,8,VIP,18,25,2218.18
1256,8,VIP,18,27,2368.18
1257,8,B,4,22,2268.18
1258,8,A,13,20,2268.18
1259,8,B,17,33,2168.18
1260,8,B,15,13,2218.18
1261,8,C,28,48,2268.18
1262,8,A,12,39,2368.18
1263,8,VIP,24,27,2368.18
1264,8,VIP,2,22,2268.18
1265,8,B,8,7,2168.18
1266,9,A,23,10,2022.01
1267,9,B,15,37,2072.01
1268,9,A,4,44,1972.01
1269,9,VIP,25,16,2172.01
1270,9,VIP,29,47,2172.01
1271,9,VIP,29,45,2172.01
1272,9,A,29,23,2022.01
1273,9,D,27,4,2172.01
1274,9,B,24,9,2022.01
1275,9,B,5,46,1972.01
1276,9,B,29,23,2022.01
1277,9,C,23,27,1972.01
1278,9,B,30,4,2172.01
1279,9,C,1,1,2172.01
1280,9,D,8,5,2022.01
1281,9,C,28,7,2022.01
1282,9,C,18,33,2172.01
1283,9,C,12,28,1972.01
1284,9,C,3,43,2022.01
1285,9,D,9,16,2172.01
1286,9,D,24,14,1972.01
1287,9,A,1,48,2172.01
1288,9,C,12,29,2022.01
1289,9,VIP,3,16,2172.01
1290,9,B,3,14,2022.01
1291,9,D,15,2,2072.01
1292,9,VIP,27,8,2022.01
1293,9,VIP,23,50,2072.01
1294,9,D,15,46,2022.01
1295,9,A,30,23,2172.01
1296,9,A,5,1,2072.01
1297,9,D,2,8,2172.01
1298,9,C,29,3,1972.01
1299,9,C,14,49,2022.01
1300,9,C,2,49,2072.01
1301,9,B,15,42,2022.01
1302,9,VIP,8,11,2072.01
1303,9,D,9,29,1972.01
1304,9,B,5,49,1972.01
1305,9,B,21,19,1972.01
1306,9,VIP,10,44,1972.01
1307,9,C,25,32,2022.01
1308,9,VIP,10,19,2022.01
1309,9,A,10,43,2172.01
1310,9,VIP,18,1,2022.01
1311,9,D,11,49,2072.01
1312,9,A,14,25,2072.01
1313,9,D,18,19,2172.01
1314,9,A,2,20,2022.01
1315,9,C,10,24,2022.01
1316,10,B,26,31,2424.94
1317,10,D,27,47,2474.94
1318,10,B,10,14,2374.94
1319,10,B,30,44,2374.94
1320,10,A,26,50,2474.94
1321,10,VIP,5,40,2374.94
1322,10,C,4,35,2574.94
1323,10,B,9,36,2474.94
1324,10,C,9,17,2574.94
1325,10,C,3,39,2474.94
1326,10,D,5,46,2374.94
1327,10,A,2,44,2374.94
1328,10,A,13,18,2424.94
1329,10,A,23,43,2474.94
1330,10,B,21,2,2424.94
1331,10,D,6,30,2374.94
1332,10,C,8,14,2424.94
1333,10,VIP,13,33,2424.94
1334,10,A,27,17,2424.94
1335,10,B,29,17,2374.94
1336,10,A,16,36,2374.94
1337,10,A,9,24,2574.94
1338,10,A,2,14,2424.94
1339,10,D,21,32,2574.94
1340,10,C,29,13,2574.94
1341,10,C,22,34,2424.94
1342,10,B,25,38,2424.94
1343,10,A,23,11,2374.94
1344,10,VIP,9,22,2374.94
1345,10,A,8,18,2374.94
1346,10,C,22,12,2474.94
1347,10,VIP,17,16,2574.94
1348,10,D,7,4,2474.94
1349,10,D,9,19,2374.94
1350,10,C,16,16,2574.94
1351,10,A,13,14,2424.94
1352,10,A,20,21,2474.94
1353,10,C,14,24,2474.94
1354,10,B,19,33,2374.94
1355,10,VIP,8,14,2574.94
1356,10,B,10,1,2474.94
1357,10,VIP,11,1,2574.94
1358,10,VIP,9,18,2424.94
1359,10,VIP,2,9,2574.94
1360,10,A,10,8,2574.94
1361,10,A,1,20,2424.94
1362,10,C,28,26,2374.94
1363,10,A,11,12,2374.94
1364,10,B,20,22,2374.94
1365,10,VIP,30,39,2374.94
1366,10,VIP,12,26,2374.94
1367,10,C,2,25,2424.94
1368,10,B,18,31,2474.94
1369,10,D,20,32,2574.94
1370,10,VIP,13,43,2574.94
1371,10,C,23,30,2474.94
1372,10,C,14,11,2374.94
1373,10,B,8,23,2374.94
1374,11,C,25,19,1336.04
1375,11,D,19,42,1486.04
1376,11,A,7,19,1286.04
1377,11,A,3,4,1336.04
1378,11,A,9,24,1386.04
1379,11,VIP,8,47,1386.04
1380,11,VIP,25,9,1336.04
1381,11,D,20,45,1286.04
1382,11,D,6,17,1486.04
1383,11,D,25,14,1386.04
1384,11,B,2,6,1386.04
1385,11,VIP,10,16,1336.04
1386,11,D,14,2,1336.04
1387,11,D,13,23,1386.04
1388,11,D,17,12,1486.04
1389,11,D,18,38,1336.04
1390,11,VIP,11,13,1486.04
1391,11,VIP,23,41,1286.04
1392,11,C,10,48,1336.04
1393,11,A,27,30,1486.04
1394,11,B,16,14,1486.04
1395,11,C,20,5,1486.04
1396,11,A,26,2,1386.04
1397,11,D,17,7,1336.04
1398,11,B,9,19,1386.04
1399,11,B,5,36,1286.04
1400,11,A,14,8,1286.04
1401,11,D,10,29,1386.04
1402,11,D,7,41,1486.04
1403,11,C,22,29,1486.04
1404,11,A,19,15,1486.04
1405,11,A,16,15,1486.04
1406,11,VIP,30,35,1286.04
1407,11,B,27,11,1386.04
1408,11,B,27,44,1386.04
1409,11,D,13,43,1486.04
1410,11,VIP,1,4,1336.04
1411,11,B,3,33,1286.04
1412,11,D,26,39,1486.04
1413,11,B,29,2,1486.04
1414,11,B,11,5,1486.04
1415,11,C,18,44,1286.04
1416,11,B,18,3,1386.04
1417,11,B,7,3,1386.04
1418,11,A,1,47,1286.04
1419,11,VIP,26,33,1386.04
1420,11,C,17,36,1386.04
1421,11,B,20,39,1286.04
1422,11,C,27,44,1486.04
1423,11,B,17,32,1486.04
1424,11,VIP,21,43,1386.04
1425,11,C,9,40,1486.04
1426,11,D,2,24,1386.04
1427,11,A,8,50,1336.04
1428,11,A,14,46,1286.04
1429,11,VIP,10,8,1386.04
1430,11,C,5,32,1486.04
1431,11,B,13,44,1336.04
1432,11,C,6,32,1486.04
1433,11,B,27,34,1336.04
1434,11,B,3,24,1486.04
1435,11,B,1,31,1486.04
1436,11,VIP,30,15,1386.04
1437,11,D,21,9,1336.04
1438,11,C,21,44,1286.04
1439,11,B,19,27,1486.04
1440,11,A,19,23,1286.04
1441,11,VIP,8,39,1336.04
1442,11,VIP,6,2,1486.04
1443,11,C,30,47,1286.04
1444,11,B,9,32,1336.04
1445,11,C,13,19,1336.04
1446,11,B,3,21,1286.04
1447,11,B,24,1,1336.04
1448,11,C,28,50,1336.04
1449,11,D,24,44,1486.04
1450,11,A,17,18,1286.04
1451,11,D,21,11,1286.04
1452,11,B,9,17,1286.04
1453,11,C,6,20,1386.04
1454,11,C,20,7,1286.04
1455,11,A,22,10,1486.04
1456,11,A,10,36,1336.04
1457,11,C,2,11,1286.04
1458,11,C,4,47,1386.04
1459,11,VIP,4,25,1386.04
1460,11,D,6,49,1336.04
1461,11,D,23,12,1286.04
1462,11,D,23,49,1286.04
1463,12,A,16,12,549.44
1464,12,B,22,47,499.44
1465,12,A,22,24,449.44
1466,12,A,3,23,449.44
1467,12,C,7,39,649.44
1468,12,D,30,36,549.44
1469,12,VIP,7,24,549.44
1470,12,B,12,17,499.44
1471,12,D,25,19,449.44
1472,12,B,16,31,649.44
1473,12,D,4,27,449.44
1474,12,VIP,27,31,549.44
1475,12,B,6,3,649.44
1476,12,B,1,7,649.44
1477,12,VIP,17,32,649.44
1478,12,C,9,6,499.44
1479,12,D,12,18,499.44
1480,12,B,16,21,649.44
1481,12,A,19,3,449.44
1482,12,C,11,15,449.44
1483,12,VIP,9,6,499.44
1484,12,D,4,42,499.44
1485,12,A,4,43,549.44
1486,12,D,9,7,649.44
1487,12,B,4,27,499.44
1488,12,A,28,42,449.44
1489,12,A,24,22,649.44
1490,12,D,18,10,449.44
1491,12,A,17,2,549.44
1492,12,D,19,36,649.44
1493,12,A,11,13,649.44
1494,12,VIP,5,7,499.44
1495,12,C,1,36,449.44
1496,12,C,3,38,649.44
1497,12,A,7,26,499.44
1498,12,D,1,37,499.44
1499,12,D,28,34,449.44
1500,12,C,16,15,449.44
1501,12,A,13,8,549.44
1502,12,B,29,40,549.44
1503,12,A,10,2,649.44
1504,12,D,16,43,449.44
1505,12,VIP,13,16,549.44
1506,12,VIP,21,29,499.44
1507,12,C,21,50,649.44
1508,12,A,16,11,499.44
1509,12,A,10,7,549.44
1510,12,VIP,22,28,549.44
1511,12,C,23,14,649.44
1512,12,B,7,21,649.44
1513,12,C,3,34,449.44
1514,12,D,15,41,649.44
1515,12,A,9,50,449.44
1516,12,A,27,19,649.44
1517,12,A,23,45,499.44
1518,12,VIP,1,1,449.44
1519,12,VIP,27,27,549.44
1520,12,D,22,13,649.44
1521,12,A,9,34,499.44
1522,12,B,9,6,449.44
1523,12,C,15,8,449.44
1524,12,A,17,42,449.44
1525,12,B,19,8,499.44
1526,12,A,12,39,549.44
1527,12,D,12,21,649.44
1528,12,VIP,15,45,549.44
1529,12,B,19,4,649.44
1530,12,D,26,18,649.44
1531,12,VIP,9,37,549.44
1532,12,C,19,50,499.44
1533,12,C,3,4,549.44
1534,12,C,13,15,449.44
1535,12,C,14,48,549.44
1536,12,B,5,23,449.44
1537,12,C,4,19,549.44
1538,12,C,7,46,449.44
1539,12,B,7,48,499.44
1540,12,A,24,14,499.44
1541,12,B,28,31,649.44
1542,12,C,3,20,499.44
1543,12,VIP,11,1,499.44
1544,12,VIP,30,18,449.44
1545,12,D,9,41,499.44
1546,12,C,13,10,649.44
1547,12,A,25,8,449.44
1548,12,A,13,35,549.44
1549,12,C,4,28,549.44
1550,12,VIP,23,41,449.44
1551,12,C,3,19,549.44
1552,12,A,26,10,499.44
1553,12,D,3,50,649.44
1554,12,C,24,17,449.44
1555,12,VIP,25,25,449.44
1556,12,VIP,14,20,649.44
1557,12,B,28,29,649.44
1558,12,C,17,26,449.44
1559,12,VIP,3,10,549.44
1560,12,D,23,2,649.44
1561,12,D,14,29,499.44
1562,12,D,4,12,499.44
1563,12,C,27,15,649.44
1564,12,A,7,32,649.44
1565,12,D,13,38,449.44
1566,12,D,17,36,499.44
1567,12,D,4,48,499.44
1568,12,A,14,44,549.44
1569,12,C,27,15,649.44
1570,12,D,28,18,649.44
1571,12,A,11,40,649.44
1572,12,A,28,33,499.44
1573,12,B,14,9,499.44
1574,12,VIP,14,38,449.44
1575,12,D,18,44,649.44
1576,12,B,13,36,649.44
1577,12,B,7,41,649.44
1578,12,B,6,29,449.44
1579,12,D,1,50,499.44
1580,12,A,2,43,649.44
1581,12,B,21,8,649.44
1582,12,C,24,18,499.44
1583,12,B,13,33,499.44
1584,12,D,18,30,449.44
1585,12,VIP,5,39,649.44
1586,12,D,22,44,449.44
1587,13,C,25,7,706.81
1588,13,A,4,35,606.81
1589,13,B,7,6,556.81
1590,13,C,15,36,556.81
1591,13,C,29,11,606.81
1592,13,B,16,32,706.81
1593,13,A,19,28,506.81
1594,13,VIP,12,49,606.81
1595,13,A,4,47,556.81
1596,13,B,29,36,556.81
1597,13,B,1,50,706.81
1598,13,B,23,32,706.81
1599,13,C,9,31,506.81
1600,13,A,19,28,506.81
1601,13,B,18,41,556.81
1602,13,VIP,27,20,706.81
1603,13,B,29,41,606.81
1604,13,B,8,18,706.81
1605,13,B,21,30,706.81
1606,13,B,30,42,606.81
1607,13,B,20,8,556.81
1608,13,VIP,16,35,556.81
1609,13,D,6,13,706.81
1610,13,D,1,35,556.81
1611,13,B,15,4,606.81
1612,13,A,28,5,706.81
1613,13,VIP,10,34,556.81
1614,13,A,8,38,706.81
1615,13,D,13,47,556.81
1616,13,A,26,10,556.81
1617,13,C,28,17,606.81
1618,13,C,29,50,506.81
1619,13,A,21,12,506.81
1620,13,A,30,1,506.81
1621,13,VIP,29,2,506.81
1622,13,VIP,11,41,506.81
1623,13,A,17,1,506.81
1624,13,D,5,37,706.81
1625,13,B,20,41,506.81
1626,13,D,12,41,506.81
1627,13,VIP,28,20,506.81
1628,13,D,24,49,606.81
1629,13,VIP,9,5,556.81
1630,13,D,15,50,506.81
1631,13,B,11,13,706.81
1632,13,VIP,3,28,706.81
1633,13,C,22,40,556.81
1634,13,A,19,42,606.81
1635,13,A,8,20,706.81
1636,13,VIP,7,20,506.81
1637,13,C,23,38,556.81
1638,14,A,9,20,1619.5
1639,14,A,15,33,1719.5
1640,14,B,21,21,1719.5
1641,14,A,2,10,1519.5
1642,14,B,2,19,1569.5
1643,14,VIP,25,1,1519.5
1644,14,C,5,30,1519.5
1645,14,VIP,21,42,1719.5
1646,14,D,8,37,1619.5
1647,14,A,24,18,1719.5
1648,14,B,2,7,1519.5
1649,14,B,22,19,1619.5
1650,14,C,1,34,1569.5
1651,14,D,30,42,1569.5
1652,14,A,21,29,1569.5
1653,14,C,28,15,1519.5
1654,14,D,6,30,1719.5
1655,14,VIP,22,6,1619.5
1656,14,VIP,17,7,1569.5
1657,14,C,26,33,1719.5
1658,14,A,2,40,1519.5
1659,14,A,13,26,1569.5
1660,14,B,24,33,1719.5
1661,14,B,14,33,1519.5
1662,14,VIP,11,24,1519.5
1663,14,VIP,19,32,1519.5
1664,14,C,5,48,1619.5
1665,14,VIP,20,44,1569.5
1666,14,VIP,22,12,1519.5
1667,14,D,7,25,1719.5
1668,14,B,13,6,1619.5
1669,14,D,16,1,1619.5
1670,14,VIP,2,37,1519.5
1671,14,C,1,13,1719.5
1672,14,D,30,28,1619.5
1673,14,VIP,7,20,1519.5
1674,14,D,27,44,1519.5
1675,14,A,15,7,1719.5
1676,14,C,18,38,1519.5
1677,14,D,6,38,1719.5
1678,14,A,26,36,1519.5
1679,14,D,8,50,1619.5
1680,14,A,13,36,1719.5
1681,14,C,23,49,1519.5
1682,14,VIP,14,39,1719.5
1683,14,B,15,25,1519.5
1684,14,C,30,21,1719.5
1685,14,C,14,50,1619.5
1686,14,B,22,35,1519.5
1687,14,B,26,26,1619.5
1688,14,B,10,14,1519.5
1689,14,C,13,45,1569.5
1690,14,C,19,6,1519.5
1691,14,C,7,12,1619.5
1692,14,B,28,11,1569.5
1693,14,B,21,12,1619.5
1694,14,D,28,25,1569.5
1695,14,D,27,35,1719.5
1696,14,C,6,25,1619.5
1697,14,A,17,3,1569.5
1698,14,B,13,38,1619.5
1699,14,B,22,18,1619.5
1700,14,C,15,14,1569.5
1701,14,D,30,50,1619.5
1702,14,A,2,19,1619.5
1703,14,B,27,43,1569.5
1704,14,B,5,13,1569.5
1705,14,B,20,47,1619.5
1706,14,VIP,13,16,1569.5
1707,14,VIP,10,24,1519.5
1708,14,A,16,19,1619.5
1709,14,B,6,33,1719.5
1710,14,C,11,3,1569.5
1711,14,B,20,39,1569.5
1712,14,A,24,46,1569.5
1713,14,A,18,28,1719.5
1714,14,B,6,20,1619.5
1715,14,A,20,21,1569.5
1716,14,C,27,12,1569.5
1717,14,A,17,36,1719.5
1718,14,D,20,23,1519.5
1719,14,B,30,24,1619.5
1720,14,D,5,25,1719.5
1721,14,C,5,39,1719.5
1722,14,A,3,27,1619.5
1723,14,B,28,9,1619.5
1724,14,A,17,30,1619.5
1725,14,C,26,8,1569.5
1726,14,A,8,10,1569.5
1727,14,A,13,38,1719.5
1728,14,B,30,8,1569.5
1729,14,C,5,1,1619.5
1730,14,B,25,37,1619.5
1731,14,C,11,30,1519.5
1732,14,B,28,14,1719.5
1733,14,A,13,22,1719.5
1734,14,D,26,9,1569.5
1735,14,A,24,45,1519.5
1736,14,B,6,34,1569.5
1737,14,B,4,6,1519.5
1738,14,C,20,38,1519.5
1739,14,A,24,2,1569.5
1740,14,D,10,24,1519.5
1741,14,B,10,43,1619.5
1742,14,VIP,20,46,1519.5
1743,14,D,22,42,1569.5
1744,14,A,5,1,1519.5
1745,14,C,19,1,1569.5
1746,14,D,15,5,1619.5
1747,14,B,23,10,1719.5
1748,14,C,18,44,1719.5
1749,14,C,30,15,1719.5
1750,14,VIP,1,50,1719.5
1751,14,B,6,49,1619.5
1752,14,B,20,49,1569.5
1753,14,VIP,4,30,1619.5
1754,14,VIP,25,39,1569.5
1755,14,A,8,7,1619.5
1756,14,A,27,14,1719.5
1757,14,VIP,29,15,1619.5
1758,14,VIP,15,31,1569.5
1759,14,C,19,40,1719.5
1760,14,VIP,29,47,1569.5
1761,14,C,27,5,1569.5
1762,14,B,9,10,1519.5
1763,14,VIP,11,23,1569.5
1764,14,D,21,1,1619.5
1765,14,C,8,44,1719.5
1766,14,VIP,21,36,1519.5
1767,14,C,24,50,1519.5
1768,14,B,9,13,1619.5
1769,14,C,7,45,1719.5
1770,14,A,30,40,1619.5
1771,14,B,16,38,1719.5
1772,14,C,6,24,1719.5
1773,14,C,7,40,1569.5
1774,14,A,12,12,1569.5
1775,14,VIP,30,21,1519.5
1776,14,B,6,25,1569.5
1777,14,C,23,35,1719.5
